cite,jac,jac_match,lev,lev_match,partial,partial_match,ria,sor,sor_match,source,type,citeulike
Applying General Equilibrium New York,0.2272727272727273,Applying General Equilibrium,0.2432432432432433,Applying General Equilibrium,0.0,Applying General Equilibrium,2060-AP52,0.1282051282051282,Applying General Equilibrium,pc,,no match
Environmental Protection Agency Office of Air Quality Planning and Standards,0.2142857142857143,Oxidants and Asthmatics in Los Angeles A Benefits Analysis Executive Summary,0.5526315789473685,Environmental Protection the Economy and Jobs National and Regional Analyses,0.31000000000000005,Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document Industrial Economics Incorporated IEc Memorandum to Jim DeMocker US Environmental Protection Agency Office of Air and Radiation Office of Policy Analysis and Review,2060-AP52,0.12,Oxidants and Asthmatics in Los Angeles A Benefits Analysis Executive Summary,pc,,no match
Guidelines for Preparing Economic Analyses‖ EPA 240R10001 101 Chapter 10 STATUTORY AND EXECUTIVE ORDER ANALYSES 101 Initial Regulatory Flexibility Analysis The Regulatory Flexibility Act RFA 5 USC§ 601 et seq as amended by the Small Business Regulatory Enforcement Fairness Act Public Law No 104121 provides that EPA used Velocity Suite‘s Ventyx data as a basis for identifying plant ownership and compiling the list of potentially affected small entities 1 Operating and capital costs Using the IPM parsed outputs for the base case and the proposed Toxics Rule policy case EPA identified units that installed one or more pollution control technologies under the proposed rule The equations for calculating operating and capital costs were adopted from technology assumptions used in EPA‘s version of IPM version 410 The model calculates the capital cost in MW the fixed operation and maintenance OM cost in MWyear and the variable OM cost in MWh,0.4032258064516129,Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document Industrial Economics Incorporated IEc Memorandum to Jim DeMocker US Environmental Protection Agency Office of Air and Radiation Office of Policy Analysis and Review,0.8216159496327388,Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document Industrial Economics Incorporated IEc Memorandum to Jim DeMocker US Environmental Protection Agency Office of Air and Radiation Office of Policy Analysis and Review,0.0,Guidelines for Preparing Economic Analyses,2060-AP52,0.2525252525252525,Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document Industrial Economics Incorporated IEc Memorandum to Jim DeMocker US Environmental Protection Agency Office of Air and Radiation Office of Policy Analysis and Review,pc,,no match
14 Description of Significant Alternatives As required by RFA section 609b as amended by the Small Business Regulatory Fairness Act SBREFA EPA conducted outreach to small entities and convened a Small Business Advocacy Review SBAR Panel composed of EPA the Small Business Administration SBA and the Office of Management and Budget OMB to obtain the advice and recommendations of small entity representatives SERs that potentially would be subject to the requirements of the proposed Toxics Rule The outreach consisted of meeting with some organizations that represent and include small entities in their membership including the American Public Power Association APPA,0.32558139534883723,Application of EcosystemScale Fate and Bioaccumulation Models to Predict Fish Mercury Response Times to Changes in Atmospheric Deposition,0.7871064467766117,Linkage Between Health Effects Estimation and Morbidity Valuation in the Section 812 Analysis�Draft Valuation Document Industrial Economics Incorporated IEc Memorandum to Jim DeMocker US Environmental Protection Agency Office of Air and Radiation Office of Policy Analysis and Review,0.48,Ozone bioindicator data,2060-AP52,0.1944444444444444,Application of EcosystemScale Fate and Bioaccumulation Models to Predict Fish Mercury Response Times to Changes in Atmospheric Deposition,pc,,no match
Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution‖,0.1071428571428571,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,0.03125,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,0.0,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,2060-AP52,0.05660377358490565,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,pc,,10.1001/jama.287.9.113
The Relationship Between Selected Causes of Postneonatal Infant Mortality and Particulate Infant Mortality and Particulate Air Pollution in the United States‖ Environmental Health Perspectives,0.2,The Relationship Between Selected Causes of Postneonatal Infant Mortality and Particulate Air Pollution in the United States,0.19072164948453607,The Relationship Between Selected Causes of Postneonatal Infant Mortality and Particulate Infant Mortality and Particulate Air Pollution in the United States,0.0,The Relationship Between Selected Causes of Postneonatal Infant Mortality and Particulate Infant Mortality and Particulate Air Pollution in the United States,2060-AP52,0.11111111111111116,The Relationship Between Selected Causes of Postneonatal Infant Mortality and Particulate Air Pollution in the United States,pc,,no match
NO PARSCIT CITATIONS,0.8387096774193549,What Can We Learn From 20 Years Of Work With TCM And CVM,0.9107142857142856,What Can We Learn From 20 Years Of Work With TCM And CVM,0.75,What Can We Learn From 20 Years Of Work With TCM And CVM,1018-AW31,0.7222222222222222,What Can We Learn From 20 Years Of Work With TCM And CVM,pc,,no match
Detailed Source Categorization of Anthropogenic Emissions of Primary PM25 PM10 and Gaseous Precursor Species SO2 NOx NH3 and VOCs for 2002 in Units of Million Metric Tons MMT EGUs  Electricity Generating Units  23 22 Regional and Local Contributions to Annual Average PM25 by Particulate SO42– Nitrate and Total Carbon ie organic plus EC for Select Urban Areas Based on Paired 20002004 IMPROVE and CSN Monitoring Sites  25 23 Regional and Seasonal Trends,0.4423076923076923,The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures,0.8135964912280702,The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures,0.56,A Guide to Economic and Policy Analysis for the  Transport Rule,2060-AO47,0.28395061728395066,The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures,pc,,no match
Total Monetized Benefits Using 2 EpidemiologyDerived and 12Expert Derived Relationships Between PM25 and Premature Mortality for 1235 and 1335  573 55a Distribution of Estimated Avoided Premature Deaths by the Age at which these Populations were Exposed in 2020 for 1235  578 55b Distribution of Estimated Life Years Gained by the Age at which these Populations were Exposed in 2020 for 1235  578 56 Number of Premature PM25related Deaths Avoided for 1235 and 1335 According to the Baseline Level of PM25 and the Lowest Measured Air Quality Levels of Each Mortality Study  584 57 Number of Premature PM25related Deaths Avoided for 1235 According to the Baseline Level of PM25 and the Lowest Measured Air Quality Levels of Each Mortality Study  585 5A1 PM25 Mortality Risk Modified by Educational Attainment in Counties Projected to Exceed 1235  5A5 5A2 PM25 Mortality Risk by Race in Counties Projected to Exceed 1235  5A6 5B1 Alternate Lag Structures for PM25 Premature Mortality Cumulative  5B8 5B2 Exponential Lag Structures for PM25 Premature Mortality Cumulative  5B8 61 Important Factors Involved in Seeing a Scenic Vista Malm,0.4545454545454546,The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures,0.8957597173144877,The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures,0.46,Effects of Air Quality Regulation,2060-AO47,0.2941176470588235,The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures,pc,,no match
Monitoring of Protected Visual Environments,0.2592592592592593,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0.7142857142857143,Environmental Protection the Economy  and Jobs National and Regional Analyses,0.54,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,2060-AO47,0.14893617021276595,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,pc,,no match
Introduction to visibility,0.4,Jobs Versus the Environment An  IndustryLevel Perspective,0.7662337662337663,Environmental Protection the Economy  and Jobs National and Regional Analyses,0.54,Environmental Protection the Economy  and Jobs National and Regional Analyses,2060-AO47,0.25,Jobs Versus the Environment An  IndustryLevel Perspective,pc,,no match
Spatial and Seasonal Patterns and Long Term Variability of the Composition of the Haze in the United States An Analysis of Data from the IMPROVE Network Fort Collins CO Cooperative Institute for Research in the Atmosphere,0.3809523809523809,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0.7647058823529411,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0.54,A Guide to Economic and Policy Analysis for the  Transport Rule,2060-AO47,0.2352941176470589,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,pc,,no match
Preliminary extinction budget results from the RESOLVE program,0.25806451612903225,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0.7160493827160493,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0.55,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,2060-AO47,0.14814814814814814,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,pc,,no match
RESOLVE Project Final Report Visibility conditions and Causes of Visibility Degradation,0.3529411764705882,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0.7356321839080459,Effects of Air Quality Regulations on Polluting Industries,0.4300000000000001,Effects of Air Quality Regulation,2060-AO47,0.2142857142857143,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,pc,,no match
